D0013,B5820,452,477,39,F0049
D0013,B6275,612,637,33,F0055
D0013,B2015,365,392,72,F0025
D0013,B7707,532,546,2,E2652
D0013,B6880,546,552,45,F0060
D0013,B3667,671,698,82,F0037
D0013,S335,671,682,1,E2640
D0013,B2336,246,260,1,E2341
D0013,B9080,607,619,10,E2547
D0013,B7626,665,682,67,F0065
D0013,B7714,251,260,52,F0067
D0013,S335,486,499,2,E2649
D0013,B7600,571,596,2,E2649
D0013,B6612,505,520,32,F0057
D0013,B7600,684,713,33,F0064
D0013,B4835,652,680,1,E2640
D0013,B6932,404,429,2,E2661
D0013,S273,496,509,1,E2341
D0013,B1006,604,613,1,E2654
D0013,B1362,574,599,69,F0021
D0013,B0574,609,635,52,F0015
D0013,B7554,443,472,1,E2645
D0013,B7554,354,359,75,F0063
D0013,B8902,568,575,32,F0074
D0013,B7600,144,170,3,E2648
D0013,B4084,602,625,73,F0039
D0013,B1348,172,177,54,F0020
D0013,S336,208,223,2,E2659
D0013,B6877,351,363,1,E2660
D0013,S335,59,69,2,E2643
D0013,S335,664,671,4,E2639
D0013,B3215,305,314,41,F0033
D0013,S335,538,547,3,E2648
D0013,B2955,131,159,1,E2657
D0013,B0202,708,720,83,F0012
D0013,S336,666,673,1,E2662
D0013,B2955,195,218,5,E2636
D0013,B9080,547,562,80,F0076
D0013,B5825,227,247,75,F0050
D0013,S323,265,293,9,E2546
D0013,S362,551,565,3,E2797
D0013,B1006,268,297,40,F0018
D0013,B3215,165,181,1,E2637
D0013,S312,103,110,1,E2484
D0013,S329,683,711,2,E2567
D0013,B2828,55,83,10,E2541
D0013,B8902,308,334,9,E2546
D0013,B5860,425,449,37,F0051
D0013,B5038,229,237,7,E2542
D0013,B4477,96,117,69,F0040
D0013,B2320,217,225,51,F0027
D0013,B5984,698,719,66,F0053
D0013,S336,256,274,1,E2660
D0013,B7554,226,242,2,E2643
D0013,B7707,611,625,5,E2653
D0013,B0420,468,479,2,E2482
D0013,B7600,377,404,3,E2647
D0013,S335,414,426,3,E2647
D0013,B7600,495,513,3,E2650
D0013,B0866,320,333,54,F0017
D0013,B7600,579,588,3,E2646
D0013,B4037,662,685,71,F0038
D0013,B6932,228,239,3,E2642
D0014,B4868,480,496,2,E2495
D0014,S294,335,341,2,E2416
D0014,B2373,540,570,2,E2420
D0014,S344,52,66,4,E2727
D0014,B6170,162,167,98,F0114
D0014,S198,86,93,2,E1807
D0014,B4934,142,164,23,F0109
D0014,B1688,196,222,1,E2339
D0014,B8898,436,455,97,F0130
D0014,B7650,461,478,93,F0125
D0014,B2373,232,248,84,F0093
D0014,B2627,707,717,59,F0095
D0015,B1336,358,370,6,E2335
D0015,S272,160,183,1,E2339
D0015,B4868,596,618,79,F0108
D0015,B4639,566,582,67,F0105
D0015,S294,422,449,1,E2418
D0015,S270,380,387,2,E2331
D0015,B5272,15,22,2,E2439
D0015,B3290,677,686,91,F0098
D0016,B5272,254,260,3,E2444
D0016,S108,70,94,5,E1471
D0016,B4139,408,432,2,E1808
D0016,B5289,694,699,65,F0111
D0017,B8591,490,510,87,F0128
D0017,S294,571,585,1,E2422
D0017,B3832,354,379,2,E2437
D0017,S294,552,557,1,E2423
D0017,B4815,127,140,74,F0107
D0017,B1336,623,632,2,E2071
D0017,B4815,31,40,2,E2728
D0017,B1972,11,20,20,E2406
D0017,B7624,148,166,2,E2729
D0017,S272,396,412,2,E2338
D0017,S218,356,377,1,E1979
D0017,S272,67,72,3,E2337
D0017,B4218,639,657,2,E2331
D0018,B6815,597,605,2,E2501
D0018,B6485,671,698,63,F0118
D0019,B3145,405,414,25,F0096
D0019,B4218,528,535,5,E2144
D0019,B1374,301,313,3,E2337
D0019,S240,387,393,6,E2085
D0019,B0849,84,94,13,F0082
D0019,S198,675,689,2,E1808
D0020,B1972,640,657,1,E2415
D0021,S316,373,401,2,E2507
D0021,S290,711,720,20,E2406
D0022,S294,510,524,1,E2415
D0022,B3714,25,45,60,F0100
D0022,B1966,218,244,99,F0089
D0022,B0354,672,690,4,E2727
D0023,B6468,108,130,21,F0117
D0023,B5623,507,525,73,F0112
D0023,B4662,465,487,90,F0106
D0023,B6815,352,372,1,E2502
D0023,B1965,487,512,50,F0088
D0023,B1840,85,98,2,E2443
D0023,B1972,542,552,1,E2418
D0023,B3980,507,514,54,F0102
D0023,B1972,127,144,2,E2417
D0023,B1374,323,352,2,E2336
D0023,S294,157,172,2,E2425
D0023,B3832,218,228,5,F0101
D0023,B6815,245,263,2,E2430
D0023,B6485,645,672,2,E2425
D0024,B7650,212,241,1,E2433
D0024,S338,670,682,2,E2690
D0024,S251,618,625,2,E2129
D0024,B2604,585,592,14,E1626
D0024,B1972,189,218,1,E2414
D0024,B6468,47,62,2,E2550
D0024,S214,47,61,1,E1961
D0024,B6710,106,125,1,E1709
D0024,B8300,63,92,1,E2103
D0024,B6297,689,694,90,F0116
D0024,B1336,381,398,82,F0083
D0024,B3290,319,342,1,E1961
D0024,B1966,203,232,6,E2067
D0024,B8328,642,667,2,E2507
D0024,B6955,700,720,39,F0121
D0024,S218,422,435,4,E1983
D0024,B1688,95,116,2,E2338
D0024,S290,49,54,9,E2408
D0024,B1336,598,619,5,E1471
D0024,B0849,558,578,9,E2408
D0024,B5289,628,658,15,E2405
D0024,B6468,320,346,1,E2707
D0024,B1965,520,530,1,E2084
D0024,S316,634,664,3,E2500
D0024,S316,386,414,2,E2495
D0024,S234,117,128,2,E2053
D0024,S240,505,516,1,E2084
D0024,B2604,616,628,81,F0094
D0024,B3152,64,71,83,F0097
D0024,B7092,198,212,84,F0122
D0024,S254,394,403,4,E2140
D0024,B3405,577,596,39,F0099
D0024,B8805,347,376,34,F0129
D0024,S254,533,552,3,E2141
D0024,B4218,122,132,2,E2109
D0024,B4868,478,507,1,E2423
D0024,B6815,334,339,2,E2690
D0024,B6297,22,29,2,E2052
D0024,B2305,630,643,84,F0092
D0024,S296,297,321,1,E2440
D0024,B6171,424,429,73,F0115
D0024,S289,91,113,15,E2405
D0024,S295,156,178,1,E2433
D0024,B1554,83,98,64,F0085
D0024,B4868,379,385,2,E2494
D0024,B4139,180,195,61,F0103
D0024,B0149,183,211,4,E2140
D0024,B1972,567,584,2,E2416
D0024,S294,261,286,2,E2420
D0024,B1840,715,720,74,F0087
D0024,S247,362,382,3,E2108
D0024,S238,276,292,2,E2071
D0024,S325,106,133,2,E2550
D0024,B5900,239,267,56,F0113
D0024,S316,298,323,1,E2503
D0024,B0849,291,302,2,E2053
D0024,S213,91,98,2,E1950
D0024,B2604,513,526,2,E1950
D0024,S272,125,133,2,E2336
D0024,S316,690,703,1,E2502
D0024,B6815,489,509,54,F0120
D0024,S152,340,368,14,E1626
D0024,B1374,62,92,82,F0084
D0024,B6468,23,45,2,E2551
D0024,S344,513,524,2,E2729
D0024,S272,698,710,6,E2335
D0024,S294,615,645,2,E2417
D0024,S257,643,664,5,E2144
D0024,B3714,152,172,6,E2085
D0024,B7410,259,287,57,F0123
D0024,S166,583,593,1,E1709
D0024,S296,70,81,2,E2437
D0024,B6710,463,488,80,F0119
D0024,S344,657,674,2,E2728
D0024,S316,638,659,2,E2494
D0024,B0149,682,702,2,E2129
D0024,B1972,512,537,43,F0090
D0024,B8997,668,685,32,F0131
D0024,S294,248,273,1,E2414
D0024,S297,160,165,3,E2444
D0024,S234,397,402,2,E2052
D0024,S294,273,287,2,E2419
D0024,B1972,539,556,3,E2051
D0024,B1972,407,427,1,E1979
D0024,B8328,222,228,61,F0127
D0024,B6815,538,567,1,E2503
D0024,S297,616,638,2,E2443
D0024,B6815,386,414,1,E2440
D0024,B8300,527,555,64,F0126
D0024,B7624,351,376,57,F0124
D0024,B4218,538,544,76,F0104
D0024,B4868,220,247,1,E2422
D0024,B6815,571,582,3,E2500
D0024,S341,40,61,1,E2707
D0024,S247,229,259,2,E2109
D0024,B1688,34,56,62,F0086
D0024,B1972,178,190,2,E2419
D0024,B0692,112,128,94,F0081
D0024,S294,335,353,2,E2430
D0024,B1972,506,524,3,E2141
D0024,B4934,330,341,4,E1983
D0024,B3145,549,554,2,E1807
D0024,B5272,355,378,91,F0110
D0024,S316,340,362,2,E2501
D0024,S296,378,397,2,E2439
D0024,B0149,332,359,58,F0079
D0024,S237,447,476,6,E2067
D0024,S234,40,61,3,E2051
D0024,B4139,285,311,3,E2108
D0024,S245,553,579,1,E2103
D0024,B0354,96,123,75,F0080
D0024,B2252,372,380,44,F0091
D0024,S325,680,709,2,E2551
D0025,B7973,247,269,27,F0158
D0025,B3921,56,85,9,E2735
D0025,B0112,167,176,1,E3225
D0025,B7579,361,377,1,E3275
D0025,B1337,360,367,53,F0136
D0025,S463,655,661,1,E3337
D0026,B1450,118,132,3,E3487
D0026,B5937,440,467,2,E3287
D0026,B5240,568,596,2,E3285
D0026,S440,122,143,1,E3225
D0026,B0958,112,120,2,E2820
D0026,B0112,19,39,58,F0132
D0026,B6156,677,699,61,F0151
D0027,B8551,320,338,59,F0160
D0027,B5937,421,435,85,F0150
D0027,B8455,664,691,85,F0159
D0028,S463,258,281,2,E3320
D0028,S367,405,427,2,E2820
D0028,S463,676,691,8,E3332
D0028,S448,114,119,1,E3268
D0028,B4260,322,352,2,E3330
D0028,B1277,153,177,50,F0135
D0028,S482,709,720,1,E3451
D0028,S463,273,285,2,E3342
D0028,B2248,220,227,7,F0139
D0028,S459,134,157,2,E3311
D0028,S463,329,339,2,E3322
D0028,B7579,114,131,9,F0157
D0028,B6610,162,185,6,F0155
D0028,B6516,492,510,71,F0154
D0028,B7579,168,188,2,E3345
D0028,S463,303,331,2,E3330
D0028,S489,163,170,3,E3487
D0028,S463,132,160,2,E3345
D0028,S463,313,338,2,E3349
D0028,S489,545,566,6,E3489
D0028,S463,549,577,1,E3346
D0028,B0422,275,297,13,F0133
D0028,B7579,83,105,1,E3346
D0028,B5240,178,205,97,F0149
D0028,S345,631,651,9,E2735
D0028,B7973,89,109,2,E3349
D0028,B7579,353,377,2,E3344
D0028,S463,351,377,1,E3336
D0028,B6249,709,720,22,F0153
D0028,B2399,166,176,2,E3311
D0028,B3127,40,51,85,F0141
D0028,B5001,577,585,85,F0148
D0028,S489,113,123,2,E3505
D0028,B7579,86,107,2,E3505
D0028,B4260,405,419,69,F0145
D0028,B1450,350,372,1,E3382
D0028,B2399,658,671,59,F0140
D0028,S471,432,447,1,E3382
D0028,B4915,227,257,93,F0147
D0028,S451,433,442,2,E3285
D0028,B2399,68,95,6,E3489
D0028,B2248,216,223,2,E3322
D0028,S463,315,332,4,E3343
D0028,B6195,127,157,1,E3337
D0028,B6195,196,215,1,E3336
D0028,B3921,27,39,90,F0144
D0028,B4321,572,582,90,F0146
D0028,B0958,360,375,49,F0134
D0028,B7579,656,671,4,E3343
D0028,B1450,17,43,2,E3320
D0028,B1450,251,260,69,F0137
D0028,B3774,506,518,51,F0143
D0028,B6195,344,371,2,E3409
D0028,S476,633,638,2,E3409
D0028,B2399,24,54,1,E3324
D0028,S463,101,119,1,E3324
D0028,B3596,505,517,55,F0142
D0028,S448,609,618,1,E3275
D0028,S451,305,333,2,E3287
D0028,B7409,464,490,71,F0156
D0028,S463,188,216,2,E3344
D0028,B7579,126,155,2,E3342
D0028,B6195,363,379,50,F0152
D0028,B1563,3,31,39,F0138
D0028,B5240,158,163,1,E3451
D0028,B5240,458,466,1,E3268
D0028,B5240,511,538,8,E3332
D0029,B1220,20,34,51,F0165
D0029,B3235,579,585,43,F0174
D0029,B8999,98,114,49,F0202
D0029,B5091,105,131,47,F0187
D0029,B8132,626,654,64,F0200
D0030,B5791,461,479,94,F0190
D0030,B0660,530,556,74,F0163
D0030,B6002,16,45,28,F0191
D0030,B0546,310,330,28,F0162
D0030,B1636,70,98,62,F0168
D0030,S100,154,181,2,E1428
D0030,B0784,24,43,66,F0164
D0030,B1237,268,287,46,F0166
D0030,B2501,517,542,85,F0172
D0030,B4511,698,720,44,F0183
D0031,S535,129,154,1,E3832
D0031,B2183,211,241,42,F0170
D0031,B2501,178,186,1,E3832
D0031,B5227,79,100,73,F0188
D0031,B3892,21,35,89,F0179
D0031,S100,588,599,2,E1429
D0031,B8132,650,674,2,E1429
D0032,B5296,674,686,49,F0189
D0033,B0490,363,371,35,F0161
D0033,B7817,235,251,2,E1407
D0033,B3792,198,214,64,F0178
D0033,B0546,417,441,2,E1428
D0033,B3673,523,530,54,F0177
D0033,B1528,242,254,53,F0167
D0033,B6803,371,395,73,F0194
D0033,B2131,118,135,51,F0169
D0033,S098,178,205,4,E1409
D0033,B6672,134,162,69,F0192
D0033,B5791,258,285,4,E1409
D0033,B4656,386,412,67,F0184
D0033,B4370,414,429,52,F0182
D0033,B8103,561,574,34,F0199
D0033,B6782,720,720,74,F0193
D0034,B7817,94,104,71,F0198
D0034,B4733,288,300,81,F0185
D0034,B8781,100,114,21,F0201
D0034,B3906,22,40,52,F0180
D0034,B3490,236,263,55,F0176
D0034,B3316,72,87,87,F0175
D0034,B3092,196,223,67,F0173
D0034,B7446,289,313,38,F0197
D0034,B2263,449,475,51,F0171
D0034,B7394,355,385,29,F0196
D0034,B6954,539,554,64,F0195
D0034,B4798,158,183,50,F0186
D0034,B4027,638,656,17,F0181
D0034,S097,257,264,2,E1407
D0035,B0269,251,269,46,F0205
D0035,B8387,397,410,23,F0305
D0035,B0592,648,670,77,F0209
D0036,B6141,89,101,58,F0277
D0036,B7950,223,249,31,F0301
D0036,B4993,530,560,74,F0264
D0036,B4553,358,372,33,F0259
D0036,B8062,630,648,34,F0302
D0036,B1453,172,189,66,F0222
D0036,B6110,224,244,32,F0276
D0036,B6834,347,367,61,F0285
D0036,B0025,133,141,58,F0203
D0036,B5733,456,483,44,F0270
D0036,B1589,30,53,73,F0223
D0036,B1407,275,294,23,F0221
D0036,B0346,555,583,68,F0207
D0036,B3816,558,581,43,F0251
D0036,B2966,44,73,24,F0242
D0036,B7843,36,45,69,F0299
D0036,B6109,162,191,33,F0275
D0036,B0762,592,609,37,F0214
D0036,B7010,652,665,27,F0289
D0037,S494,82,109,2,E3543
D0037,B6874,141,167,32,F0287
D0037,B4454,129,154,37,F0258
D0037,B7168,12,22,46,F0293
D0037,B4419,198,218,55,F0257
D0037,B4225,397,418,57,F0254
D0037,B0333,93,116,21,F0206
D0037,B6572,361,371,26,F0282
D0037,B2556,496,502,39,F0235
D0037,B4401,402,414,23,F0256
D0037,B8505,490,496,23,F0307
D0037,B2152,633,654,81,F0230
D0038,B3619,493,521,26,F0247
D0038,B3615,267,287,14,F0246
D0038,B2925,191,215,15,F0239
D0038,B7098,322,335,17,F0291
D0038,B6851,328,342,14,F0286
D0038,B2517,202,209,99,F0234
D0038,B2622,471,479,27,F0236
D0038,B0931,586,614,70,F0216
D0038,B2842,641,658,14,F0237
D0039,B7622,526,550,37,F0296
D0039,B3684,545,566,20,F0248
D0039,B4397,30,51,23,F0255
D0039,B8503,486,516,11,F0306
D0039,B5280,127,138,18,F0265
D0039,B6916,201,210,40,F0288
D0039,B6226,321,334,20,F0280
D0039,B0657,256,263,33,F0210
D0039,B6605,117,139,24,F0283
D0039,B1923,637,648,17,F0226
D0039,B0729,542,553,70,F0213
D0039,B5956,65,88,47,F0274
D0039,B2943,633,652,25,F0240
D0040,B7430,457,487,38,F0295
D0040,B7793,148,172,38,F0297
D0040,B4588,591,614,38,F0260
D0040,B5569,419,437,32,F0269
D0040,B8210,105,124,25,F0303
D0040,B7929,406,421,56,F0300
D0040,B2376,253,259,53,F0233
D0040,B7075,368,385,39,F0290
D0040,B7807,299,316,56,F0298
D0040,B3847,113,128,25,F0252
D0040,B0781,121,132,37,F0215
D0040,B6190,495,517,26,F0279
D0040,B2053,152,161,18,F0228
D0040,B1276,133,144,63,F0219
D0040,B5551,332,349,26,F0266
D0040,B2334,520,538,12,F0232
D0040,B2948,264,284,50,F0241
D0040,B6477,353,380,37,F0281
D0040,B0725,376,403,66,F0212
D0040,B7251,212,223,43,F0294
D0040,B5557,461,483,19,F0267
D0040,B6141,686,708,2,E3543
D0041,B8682,487,516,8,F0309
D0041,B3164,268,293,44,F0244
D0041,B1098,680,706,55,F0218
D0042,B3721,191,208,79,F0249
D0042,B4862,487,496,31,F0263
D0042,B8253,340,360,26,F0304
D0042,B2223,221,244,47,F0231
D0042,B2915,657,671,45,F0238
D0043,B0452,424,454,70,F0208
D0043,B3320,243,265,11,F0245
D0043,B7117,185,211,56,F0292
D0043,B4652,170,191,55,F0261
D0043,B5565,610,635,23,F0268
D0043,B4117,597,623,26,F0253
D0043,B6645,446,457,9,F0284
D0043,B2120,473,495,64,F0229
D0043,B1591,456,471,39,F0224
D0043,B5794,196,215,48,F0271
D0043,B5830,397,410,52,F0272
D0043,B6180,486,513,58,F0278
D0043,B1977,431,441,80,F0227
D0043,B5943,466,494,35,F0273
D0043,B4791,671,679,20,F0262
D0044,B1388,430,457,49,F0220
D0044,B0682,570,592,29,F0211
D0044,B0120,391,421,37,F0204
D0044,B8521,23,40,34,F0308
D0044,B1012,414,439,71,F0217
D0044,B2971,327,336,37,F0243
D0044,B3756,532,554,40,F0250
D0044,B1818,385,410,28,F0225
D0047,B1468,621,636,2,E4173
D0047,S568,619,638,2,E3957
D0047,S599,602,609,1,E4203
D0047,S597,358,367,1,E4172
D0047,B1347,329,336,96,F0324
D0047,B2521,601,611,23,E4282
D0047,S605,633,656,14,E4273
D0048,S600,374,391,5,E4222
D0048,B0921,667,683,50,F0321
D0049,B0115,549,559,37,F0311
D0049,B3354,211,224,1,E4242
D0049,S600,112,117,3,E4235
D0049,B9188,240,269,2,E4195
D0049,B1399,12,23,26,F0325
D0049,S603,39,51,1,E4265
D0049,B8530,567,594,14,F0392
D0049,B4409,287,295,1,E4184
D0049,S597,53,61,1,E4179
D0049,S605,621,639,3,E4286
D0049,B6884,290,308,2,E4266
D0049,S600,327,339,2,E4216
D0049,B6884,554,583,1,E4205
D0049,S600,501,510,2,E4236
D0049,S603,605,634,1,E4263
D0049,B8934,654,674,38,F0398
D0050,S597,88,112,2,E4180
D0050,S597,226,238,2,E4188
D0050,B2521,114,121,1,E4310
D0050,B3516,694,720,37,F0346
D0051,B4409,624,645,3,E4200
D0051,S600,52,74,3,E4229
D0051,B2415,351,380,2,E4177
D0051,S603,48,70,1,E4260
D0051,S601,181,202,1,E4242
D0051,S605,44,61,12,E4281
D0051,B4409,556,584,1,E4245
D0051,B6884,668,683,14,E4305
D0052,B4409,130,143,1,E4202
D0052,B4409,682,690,1,E4201
D0053,B2521,527,534,1,E4215
D0053,S605,73,85,23,E4283
D0053,B0146,452,464,54,F0312
D0053,S600,589,607,7,E4240
D0053,B0858,663,670,48,F0320
D0054,S600,288,299,1,E4215
D0054,S597,253,276,2,E4185
D0054,S605,662,689,14,E4302
D0055,S600,679,699,3,E4207
D0056,B7911,64,72,98,F0389
D0056,B5572,618,626,10,F0365
D0056,B6884,222,239,1,E4233
D0056,B3354,534,545,3,E4249
D0056,B2521,644,656,15,E4280
D0056,B6884,581,603,1,E4247
D0056,B8765,364,373,12,F0396
D0056,B1468,68,88,3,E4207
D0056,S600,316,334,1,E4232
D0056,S605,536,558,1,E4278
D0056,B5741,637,658,55,F0366
D0056,S600,679,688,2,E4238
D0056,S603,359,376,1,E4257
D0056,S603,443,471,2,E4255
D0056,B4764,492,499,1,E4304
D0056,B4829,248,268,77,F0359
D0056,S600,279,298,2,E4206
D0056,S603,273,281,2,E4266
D0056,S605,611,631,17,E4290
D0056,S587,425,435,1,E4120
D0056,S597,533,553,3,E4193
D0056,B1008,474,503,2,E3957
D0056,B2521,214,224,23,E4283
D0056,B3354,419,437,14,E4289
D0056,S603,471,497,1,E4264
D0056,B6225,188,213,34,F0371
D0056,B3516,424,444,2,E3958
D0056,B2071,562,581,42,F0333
D0056,B1404,310,336,41,F0326
D0056,B4216,119,148,5,E4222
D0056,B4409,382,404,2,E4189
D0056,S600,333,345,2,E4230
D0056,B0824,36,49,36,F0318
D0056,B6884,550,557,13,E4307
D0056,S597,498,504,2,E4181
D0056,B0624,58,84,45,F0316
D0056,B2415,217,244,1,E4254
D0056,B6378,357,373,33,F0373
D0056,B0022,289,303,60,F0310
D0056,S599,614,642,1,E4202
D0056,B3434,260,275,25,F0344
D0056,S601,458,465,1,E4245
D0056,B1951,436,451,56,F0332
D0056,B4409,570,582,3,E4229
D0056,B2415,482,490,23,F0336
D0056,B7131,354,375,56,F0385
D0056,B0840,47,63,58,F0319
D0056,B1468,109,118,1,E4267
D0056,B1468,107,122,1,E4174
D0056,S601,400,430,1,E4241
D0056,S605,148,156,15,E4280
D0056,S597,34,55,2,E4173
D0056,S605,239,254,20,E4306
D0056,S603,169,185,2,E4259
D0056,S605,536,554,23,E4285
D0056,B9029,579,601,42,F0400
D0056,S598,713,720,3,E4198
D0056,B8026,407,434,21,F0391
D0056,B4764,705,720,3,E4191
D0056,B2521,662,683,23,E4284
D0056,B1008,48,53,78,F0323
D0056,B5788,203,215,22,F0368
D0056,S566,223,237,8,E3948
D0056,B4009,306,331,25,F0351
D0056,B3113,172,197,29,F0341
D0056,B4021,709,720,61,F0353
D0056,B7848,18,36,47,F0387
D0056,B5747,90,116,30,F0367
D0056,B1719,671,693,57,F0330
D0056,S597,73,92,1,E4171
D0056,B5060,75,96,5,F0361
D0056,B6884,7,37,20,E4306
D0056,B0996,473,496,26,F0322
D0056,S599,390,405,2,E4204
D0056,B3354,456,474,2,E4180
D0056,B5011,657,670,24,F0360
D0056,B1615,653,660,64,F0329
D0056,B4409,259,265,2,E4187
D0056,B4409,226,240,2,E4230
D0056,S605,507,520,1,E4304
D0056,B4409,704,710,47,F0356
D0056,S597,271,284,2,E4195
D0056,S600,174,204,1,E4221
D0056,B0824,84,107,7,E4240
D0056,S605,462,481,14,E4289
D0056,S599,626,652,1,E4201
D0056,B6884,27,49,3,E4193
D0056,B3354,581,606,3,E4256
D0056,B1433,310,339,2,E4206
D0056,B6844,587,599,11,F0377
D0056,S597,113,135,2,E4178
D0056,B2521,386,393,23,E4285
D0056,B7897,489,511,16,F0388
D0056,B6260,256,272,43,F0372
D0056,B3354,560,578,37,F0343
D0056,B4409,466,487,14,E4302
D0056,B4409,341,358,2,E4186
D0056,S605,315,343,10,E4271
D0056,B3354,341,363,17,E4290
D0056,S597,388,393,3,E4196
D0056,S600,50,78,1,E4214
D0056,S607,669,689,1,E4310
D0056,B6884,489,510,2,E4238
D0056,S603,289,319,3,E4256
D0056,B2521,582,587,96,F0338
D0056,S605,526,556,13,E4277
D0056,B1468,532,551,10,E4274
D0056,S599,216,229,3,E4200
D0056,B5967,165,182,29,F0369
D0056,S605,31,61,14,E4305
D0056,S597,667,694,1,E4174
D0056,B6884,96,103,2,E4262
D0056,B4216,143,154,42,F0354
D0056,B4409,371,384,1,E4260
D0056,B1433,127,140,12,F0327
D0056,B6884,83,97,69,F0379
D0056,B3354,200,222,2,E4181
D0056,B8676,413,430,22,F0393
D0056,S602,161,189,3,E4249
D0056,B2814,416,427,1,E4179
D0056,B4018,52,68,19,F0352
D0056,B0624,314,329,8,E3948
D0056,B3105,396,410,15,F0340
D0056,B3823,506,528,1,E4120
D0056,S605,434,442,1,E4276
D0056,B3467,106,123,14,F0345
D0056,B2521,12,17,1,E4217
D0056,B0721,599,629,21,F0317
D0056,B4268,466,489,99,F0355
D0056,B4409,575,582,2,E4188
D0056,S600,702,718,1,E4212
D0056,B2521,59,77,3,E4286
D0056,B6884,708,720,1,E4261
D0056,B2521,331,337,13,E4277
D0056,B6884,385,390,1,E4234
D0056,B3524,684,708,92,F0347
D0056,B1468,228,241,12,E4275
D0056,B4764,74,79,53,F0358
D0056,B4409,482,508,1,E4203
D0056,B2521,713,720,12,E4281
D0056,S604,139,160,1,E4267
D0056,B9188,460,480,3,E4196
D0056,S569,242,266,2,E3958
D0056,S603,284,292,1,E4261
